fine_tuned,input_character_raw,input_location_raw,raw_text,id,location_output
False,"['Marge Simpson', 'Selma Bouvier', 'Patty Bouvier']",,"(Scene: The Simpson living room. Marge is sitting on the couch reading a magazine when the phone rings.)
Marge Simpson: (answers the phone) Hello?
Selma Bouvier: Hey, Marge! It's Selma. Patty and I were thinking about having a girls' night out. You in?
Marge Simpson: Oh, that sounds like fun! Count me in. What do you have in mind?
Selma Bouvier: How about we go to that new karaoke bar downtown? I heard they have a great happy hour special.
Marge Simpson: That sounds perfect! Let me just find a sitter for the kids.
(Cut to the kitchen where Selma and Patty are waiting.)
Patty Bouvier: Do you think Marge will be able to get away from the kids for the night?
Selma Bouvier: Oh, she'll find a way. Marge is always up for a good time.
(Cut back to the living room where Marge is talking to Lisa and Bart.)
Marge Simpson: Kids, Aunt Selma and Aunt Patty are taking me out for a girls' night. Is it okay if Aunt Selma stays with you tonight?
Bart Simpson: Cool, we can order pizza and watch TV all night!
Lisa Simpson: I have a lot of homework, but I guess it's fine.
Marge Simpson: Great! I'll be back before you know it. Behave for Aunt Selma, okay?
(Cut to Moe's Tavern where Marge, Selma, and Patty are sitting at a table with drinks in hand.)
Selma Bouvier: Cheers to a night of fun and freedom!
Patty Bouvier: That's right! No husbands, no kids, just us girls.
Marge Simpson: It feels nice to have a break from the daily grind. Let's make the most of it!
(The karaoke host announces it's time for open mic night and the girls decide to take the stage.)
Selma Bouvier: I'll go first! (sings badly) I Will Always Love You!
Patty Bouvier: (laughs) Selma, you never fail to entertain!
Marge Simpson: (nervously) I guess it's my turn. (sings) Girls Just Want to Have Fun!
(Audience cheers and claps for Marge's performance.)
Patty Bouvier: You nailed it, Marge! Who knew you had such a great voice?
Marge Simpson: Thanks, girls! This is so much fun.
(The night continues with more singing, dancing, and laughter as the sisters enjoy their girls' night out.)
(Scene ends with Marge, Selma, and Patty walking home arm in arm, reminiscing about the night.)
Marge Simpson: Thank you for a wonderful night, girls. I needed this more than you know.
Selma Bouvier: Anytime, Marge. We'll have to do it again soon.
Patty Bouvier: Definitely! Girls' nights are the best.
(They hug each other before parting ways and the screen fades to black.)",ft0_char1_loc0_0,simpson living room
True,"['Marge Simpson', 'Selma Bouvier', 'Patty Bouvier']",,"(The Simpson show: ext. THE SIMPSONS HOUSE - MORNING - establishing)
Marge Simpson: (INHALES)
(The Simpson show: ext. simpson house - back yard - a little later)
Marge Simpson: (SIGHS) A beautiful spring day, and I'm stuck inside dusting the doilies.
Marge Simpson: Wait a minute...
Marge Simpson: (SHOCKED GASP) Why should I be the one to do this stuff?
Marge Simpson: I'll make Bart do it.
Marge Simpson: I can't expect Bart to do anything. I'll hire someone.
Marge Simpson: Someone who won't charge me an arm and a leg.
Marge Simpson: (CHUCKLES)
Marge Simpson: (SLY, SAYING TO HERSELF) Someone who needs to build up a client base.
(The Simpson show: ext. simpson house - front steps - day)
Marge Simpson: (TO SELF, LIGHTLY CRUEL) I'd better go start his coffee.
Patty Bouvier: (GASPS) He's so handsome!
Patty Bouvier: Oh, I love a man who's not afraid to wear seersucker!
Patty Bouvier: (LOW WOLF WHISTLE)
Selma Bouvier: Mmm. I love a man who's not afraid to wear seersucker to a funeral.
(The Simpson show: int. simpson house - kitchen - continuous)
Marge Simpson: What a dreamboat -- single and employed! Who's he catering a party for?
Marge Simpson: (SHOCKED GASP, THEN:) What? (THEN:) I'm so sorry. This is so embarrassing. I'll do anything to make it up to you.
Selma Bouvier: Why, you can cater a party for us!
Marge Simpson: How big a party?
Patty Bouvier: The whole Springfield Fire Department will be there.
Selma Bouvier: Yes, they'll be fighting fires.
Patty Bouvier: And making them!
Marge Simpson: Why, I'd love to!",ft1_char1_loc0_3,simpson house
True,"['Lisa Simpson', 'Nelson Muntz']",,"(The Simpson show: ext. springfield street - day)
Lisa Simpson: I'm glad I'm back in Springfield.
Lisa Simpson: The wide open spaces were nice, but I'm a city girl at heart.
Nelson Muntz: (OFF) Haw haw!
Lisa Simpson: (GASP)
Lisa Simpson: It's Nelson! I gotta warn Bart!
Lisa Simpson: (GASP) He's already caught me.
Nelson Muntz: Hey, little dude... wanna see a dead body?
Lisa Simpson: (GIGGLES)
Nelson Muntz: Sweet! Let's get outta this dead hole!
Nelson Muntz: (LOOKING AROUND) (GASP) Hey... do you hear a dump truck backing up?
Nelson Muntz: Whoa.
Lisa Simpson: I gotta go.
Lisa Simpson: Bart! Oh, I was so worried! Here, I got you a welcome home present.
Lisa Simpson: (GROWING CONFUSED NOISE) Bart, you're not really here, are you?
Bart Simpson: (SADLY) I'm sorry, Lis. Just as I suspected. You're still in a coma and I'm just part of your dream.",ft1_char0_loc0_4,street
False,"['Lisa Simpson', 'Nelson Muntz']",,"(Scene: Springfield Elementary School. Lisa Simpson is sitting at her desk, scribbling in her notebook. Nelson Muntz walks by and notices her.)
Nelson Muntz: (smirking) Hey, Lisa. Whatcha writing there? A book on how to be a know-it-all?
Lisa Simpson: (ignoring him) Just working on my latest project. It's a research paper on the decline of bee populations and its impact on the environment.
Nelson Muntz: (sarcastically) Oh, I'm sure that's a real page-turner. Not!
(Lisa rolls her eyes and continues writing. Nelson looks around mischievously and spots a beehive outside the window.)
Nelson Muntz: Hey, Lisa. I bet you wouldn't be brave enough to go outside and mess with those bees.
Lisa Simpson: (confidently) I'm not afraid of a few bees, Nelson. Besides, they're crucial to our ecosystem.
Nelson Muntz: (taunting) Prove it, bookworm. Bet you won't even go near that hive.
(Lisa sets her jaw determinedly and grabs her backpack. She heads outside to the beehive, with Nelson and a small group of students following behind.)
Nelson Muntz: (smirking) This is gonna be good.
(Lisa approaches the beehive cautiously and starts inspecting it, taking notes on her observations. The bees buzz around her, but she remains calm and focused.)
Nelson Muntz: (impressed) Whoa, she's actually doing it.
(Just as Lisa is about to finish her observations, one of the bees gets agitated and starts flying towards her face.)
Lisa Simpson: (panicking slightly) Ahh! Get away!
(Nelson chuckles, but then he notices the bee heading towards Lisa and instinctively swats it away.)
Nelson Muntz: (concerned) Are you okay, Lisa?
Lisa Simpson: (breathing heavily) Yeah, thanks, Nelson. That was close.
Nelson Muntz: (awkwardly) No problem. I mean, I couldn't let you get stung, right?
(Lisa smiles gratefully at Nelson, and the other students murmur appreciatively. The bell rings, signaling the end of class.)
Lisa Simpson: (to Nelson) Thanks for saving me, Nelson. Maybe there's hope for you yet.
Nelson Muntz: (sheepishly) Yeah, don't get used to it, though. I've got a reputation to uphold.
(They both laugh as they head back inside the school, with Nelson walking a little taller than usual.)
(Scene ends with Lisa and Nelson walking side by side, chatting amicably as they disappear into the school building.)",ft0_char1_loc0_1,springfield elementary school
False,"['Bart Simpson', 'Waylon Smithers', 'Helen Lovejoy']",,"(INT. SPRINGFIELD ELEMENTARY SCHOOL - DAY)
(We see Bart sitting at his desk in the back of the classroom, sketching something mischievous. Waylon Smithers, the long-suffering assistant to Mr. Burns, walks in hesitantly.)
Waylon Smithers: (timidly) Um, excuse me, Mrs. Krabappel, I have a message for Bart Simpson.
Edna Krabappel-Flanders: (sighing) Bart, you have a visitor.
(Bart looks up, grinning mischievously as he notices Smithers.)
Bart Simpson: (excitedly) Smithers! What brings you to the house of learning?
Waylon Smithers: (nervously) Mr. Burns sent me to deliver this message to you, Bart. He insists that you return his favorite rubber duck immediately.
Bart Simpson: (innocently) Rubber duck? I have no idea what you're talking about, Smithers. Maybe it's with my collection of antique doorknobs.
Waylon Smithers: (exasperated) Bart, please. Mr. Burns is quite upset about this. He's been wandering the halls muttering about his missing duck.
(Just then, Helen Lovejoy, the gossipy wife of Reverend Lovejoy, enters the classroom.)
Helen Lovejoy: (dramatically) Oh, Bart Simpson! I heard all about your latest escapade with Mr. Burns' rubber duck. Shame on you!
Bart Simpson: (grinning) Mrs. Lovejoy, I'm innocent until proven guilty! And besides, what's the harm in borrowing a rubber duck for a little bath time fun?
Edna Krabappel-Flanders: (chuckling) Bart, I suggest you resolve this duck dilemma before it causes any more trouble. Now, back to your math problems!
(Bart and Smithers exchange a sly grin as they head out of the classroom, leaving Helen Lovejoy shaking her head in disapproval.)
Helen Lovejoy: (sighing) Oh, those Simpson boys. Always causing a stir.
(The scene fades out as Bart and Smithers make their way to Mr. Burns' office, plotting their next scheme.)
(FADE OUT.)
(Note: Please note that this script is a fictional creation and not an actual episode of The Simpsons.)",ft0_char1_loc0_2,springfield elementary school
True,"['Bart Simpson', 'Waylon Smithers', 'Helen Lovejoy']",,"(The Simpson show: Ext. The Simpson house - front steps - day)
Bart Simpson: So, what are we gonna do today?
Lisa Simpson: I know! Let's play Marry-Boff-Kill.
Bart Simpson: What's that?
Lisa Simpson: Mom showed this game to me and Maggie. You pick three people -- usually from TV -- then you have to decide which one you would marry, boff or kill.
Bart Simpson: (RADIANT, FAR-OFF LOOK)
Lisa, if there's two things I'm good at, it's knowing what people wanna see and knowing what they'll pay to see. So if I were you, I'd put Boff on the left and Kill on the right, 'cause people are gonna wanna see them in that order.
Lisa Simpson: Let's try it with characters from The Itchy and Scratchy Show. First we have the steel mill worker.
Lisa Simpson: The kind-hearted, but mush-headed mayor.
Lisa Simpson: And the proud, lazy army draft dodger.
Bart Simpson: (DISAPPOINTED MOAN)
Why'd you stop at three? You could keep going till you get to three million! (MIMES WHIPPING)
Whip it! Whip it good!
(The Simpson show: Ext. Springfield - day - establishing)
(The Simpson show: Ext. Springfield - elementary school - day - establishing)
(The Simpson show: Ext. Springfield elementary - parking lot)
Bart Simpson: (ADMIRINGLY) Nice car, Edna.
Edna Krabappel-Flanders: Thank you. It's the Mose on the hood that classes it up. Bart Simpson: (LAUGHS) Nice. Bart Simpson: (UNDER HIS BREATH) Otto, what do you think?
Otto: (SMALL) It's like the car of my dream.
Principal Skinner: Everyone, I'd like to introduce our new fourth grade teacher... Miss Roberta Krabappel.
Bart Simpson: (GASP) My old teacher?!
Edna Krabappel-Flanders: (SAD) I'm getting my teaching degree online.
Edna Krabappel-Flanders: And while I'm waiting for it I'm gonna keep teaching and not get paid, which is really the best part of teaching.
Principal Skinner: Well, I'll see you all back in class. (MUTTERING) I've got my stank for a month, I'm taking it all.
Edna Krabappel-Flanders: Well, Bart, how about a hug for your old teacher?
Bart Simpson: (STIFFLY) I don't know what you're talking about, lady.
Edna Krabappel-Flanders: You're not upset that you're stuck with me?
Bart Simpson: No. You're not my teacher. You're just somebody who looks like her and sounds like her and makes out with me at drive-ins like her. But that's it!
Edna Krabappel-Flanders: (SINGS)I'M A MISTRESS OF THE DARK / I SUCK YOUR SOUL, YOU KISS MY BARK / I'M THE QUEEN OF HALLOWEEN / THOSE PRAYERS YOU PRAY / I'LL NEVER HEED / I'LL GNAW YOUR BONES...
Bart Simpson: (SINGS)YOU'LL ROAST MY SEEDS / YOU'LL KNOT MY BOW...
Edna Krabappel-Flanders: (SINGS)WHAT'S A FEMUR??
Bart Simpson: (SINGS) IT'S YOUR KNEE / I'M THE QUEEN OF HALLOWEEN...
Waylon Smithers: (SINGING) The Screamatorium! Check it out, check it out / we got a lot of scary stuff...
Bart Simpson: Hey, guys.
Waylon Smithers: (SINGS)Who's your friend, who's your friend?
Bart Simpson: Waylon.
Waylon Smithers: (SINGS)Waylon?
Bart Simpson: (SINGS)Wiggum.
Waylon Smithers: (SINGS)Wiggum.
Bart Simpson: (SINGS)Smithers!
Waylon Smithers: (SINGS)Smithers, Smithers.
Bart Simpson: (SINGS)Smushers.
Waylon Smithers: (SINGS)Smushers.
Bart Simpson: (SINGS)Smushers.
Waylon Smithers: (SINGS)Smushers.
Bart Simpson: (SINGS)Smushers.
Waylon Smithers: (SINGS)Smushers.
Bart Simpson: (SINGS)Smushers.
Waylon Smithers: (SINGS)Smushers.
Bart Simpson: (SINGS)Smushers.
Waylon Smithers: (SINGS)Smushers.
Bart Simpson: (SINGS)Smushers.
Waylon Smithers: (SINGS)Smushers.
Bart Simpson: (SINGS)Smushers!
Waylon Smithers: (SINGS)(VERY LOUD)
SMUSHERS!!
Bart Simpson: Okay, you beat me.
Waylon Smithers: (SINGS)I did it all for the smushers!
Helen Lovejoy: (SINGS)What smushers?",ft1_char1_loc0_5,simpson house
True,"['Homer Simpson', 'Moe Szyslak']",Moe's Tavern,"(The Simpson show: INT. Moe's Tavern - NIGHT)
Homer Simpson: (SHOCKED) What can I give Marge? What can I give Marge?
Homer Simpson: Moe, gimme a beer.
Moe Szyslak: Homer, what'll it be? The usual?
Homer Simpson: Not today, Moe. Give me a beer, and a packet of Alka-Seltzer.
Moe Szyslak: Uh-oh. Somebody's got a hot date.
Homer Simpson: (SCOWLS) Yeah. Marge.
Moe Szyslak: (COUGHING) Uh, listen, Homer. Could you stop playin' that CD-Rom? I just can't take that much togetherness. (SNIFF) It fills me with a cheap whiskey.
Homer Simpson: (SOTTO) Moe, could you do me a favor and not play that CD-Rom? Look at me, Moe. Could you turn that off?
Moe Szyslak: Sorry, Homer, I can't do that.
Homer Simpson: You fat, stupid, monkey-like, bald slob!
(The Simpson show: INT. Moe's Tavern - night)
Moe Szyslak: So, uh, you like-a me to play the CD-Rom now?
Homer Simpson: Yeah, Moe. Play the CD-Rom.",ft1_char1_loc1_5,moe tavern
False,"['Homer Simpson', 'Moe Szyslak']",Moe's Tavern,"(Interior: Moe's Tavern. Homer, Moe, Barney, Lenny, and Carl are sitting at the bar. The bar is dimly lit with a few patrons scattered around.)
Moe Szyslak: (cleaning a glass) So, Homer, how's that new job at the nuclear power plant treating ya?
Homer Simpson: (excitedly) Oh, it's great, Moe! I got a promotion to Head of Safety. Can you believe it?
Barney Gumble: (sarcastically) Safety, huh? That's like putting Homer in charge of a donut shop.
Homer Simpson: Hey, I take safety very seriously! Just last week, I made sure all the emergency exits were properly labeled.
Lenny Leonard: (chuckling) Yeah, but didn't you accidentally lock yourself in the break room for an hour?
Homer Simpson: (sheepishly) Well, nobody's perfect.
Moe Szyslak: (pouring a drink) Well, Homer, looks like you're movin' on up in the world. Drinks are on the house tonight!
Homer Simpson: (excitedly) Woohoo! Free drinks! I'll have a Duff, a Flaming Moe, and a shot of that fancy tequila you keep hidden under the bar.
Moe Szyslak: (raising an eyebrow) Easy there, Homer. I don't want you causing another power outage like last time.
Homer Simpson: (chuckles) Oh, it was just a little accident. Besides, who needs power when you have good friends and cold drinks?
Barney Gumble: (raising his glass) Here's to Homer, the Safety Czar of Springfield!
Everyone: (cheers) To Homer!
(The group clinks glasses and continues their night of laughter and camaraderie at Moe's Tavern.)",ft0_char1_loc1_0,moe tavern
False,"['C. Montgomery Burns', 'Grampa Simpson']",Springfield Mall,"(Scene: Springfield Mall, crowded with shoppers. Mr. Burns and Grampa Simpson are walking together, surrounded by bags from various stores.)
Grampa Simpson: Why did you bring me to this blasted mall, Burns? I haven't set foot in this place since they installed those escalators that go up and down at the same time.
C. Montgomery Burns: Oh, just thought I'd treat you to a little shopping spree, Simpson. It's important to keep up with the times, you know.
Grampa Simpson: Times? The only time I care about is nap time. Now, where's the nearest bench? My dogs are barking louder than Santa's Little Helper on a squirrel chase.
(They pass by a store with a large display of flashy gadgets.)
C. Montgomery Burns: Ah, look at that contraption, Simpson. A cellphone that can also make toast. How marvelous.
Grampa Simpson: Back in my day, we didn't need phones that made toast. We just yelled out the window for our breakfast.
(A young salesperson approaches them.)
Salesperson: Excuse me, sirs, can I interest you in the latest in virtual reality technology?
C. Montgomery Burns: Virtual reality, you say? I do enjoy escaping the harsh realities of life. Show me more, young man.
Salesperson: Right this way, gentlemen. Step into our VR world and experience adventures beyond your wildest dreams.
(Grampa looks skeptical as they put on the VR headsets.)
Grampa Simpson: This looks like the time I accidentally wandered into that kaleidoscope factory.
(Mr. Burns and Grampa are immersed in the virtual reality world, dodging dragons and flying through space.)
C. Montgomery Burns: Oh, this is exhilarating, Simpson! I feel like a young man again, soaring above the clouds.
Grampa Simpson: Get me out of this contraption, Burns! I think I just punched a digital unicorn.
(They stumble out of the VR experience, disoriented but exhilarated.)
C. Montgomery Burns: Well, that was quite the experience, Simpson. Perhaps we should invest in virtual reality for every employee at the plant.
Grampa Simpson: Bah! I'll stick to my old-fashioned reality, thank you very much. Now, where's that bench you promised me?
(They continue their shopping adventure, with Grampa muttering about the good old days and Mr. Burns eyeing the latest gadgets with glee.)",ft0_char1_loc1_1,springfield mall
True,"['C. Montgomery Burns', 'Grampa Simpson']",Springfield Mall,"(Springfield Mall: int. mall - day)
Grampa Simpson: (MOAN) All I wanna do is suck a little joy out of life, but I can't 'cause I traded my teeth for a couple of magic beans.
Grampa Simpson: (MOAN) I can't even eat the beans 'cause the stem's too tough for me to digest.
Grampa Simpson: (MOAN) Why, why, why? I wish I'd never thrown my son out of the house.
C. Montgomery Burns: Excellent. Now I have you in my power.
Grampa Simpson: You rotten old man!
C. Montgomery Burns: (SWEETLY) Oh, Grampa, have you forgotten your precious mother?
Grampa Simpson: (MOVIE GRUNT) It's you!
C. Montgomery Burns: Indeed.
C. Montgomery Burns: I really must commend you, Abraham. In a world of thieves, they have the courage -- the valor -- to pay for their purchase.
C. Montgomery Burns: (WHISPERING) A penny for your thoughts.
Grampa Simpson: (AGGRAVATED NOISE)
C. Montgomery Burns: (SWEETLY) Ma, that's the first time you've spoken in twenty years. I've missed the sound of your voice.
C. Montgomery Burns: I must have you back. Oh, please say you'll come.
C. Montgomery Burns: Okay, that's all I needed to hear. Now, come on.
C. Montgomery Burns: (GRANDLY) Ladies and gentlemen, you have come to know me as a man of infinite mystery and intrigue. But today I'm not here to thrill you with death-defying adventure. I'm here to show you the greatest thrill of all.
Grampa Simpson: (MOAN) Gamblin'? I shoulda known.
C. Montgomery Burns: I give you my mother!",ft1_char1_loc1_6,springfield mall
True,"['Homer Simpson', 'Apu Nahasapeemapetilon']",Kwik-E-Mart Parking Lot,"(Kwik-E-Mart Parking Lot: ext. kwik-e-mart - parking lot - day)
Homer Simpson: Well, we've done all we can.
Apu Nahasapeemapetilon: Homer, maybe it's the talking, but I think you might have what they call a spiritual gift. 
Kwik-E-Mart Parking Lot: ext. kwik-e-mart - parking lot - day)
Homer Simpson: Come on, Apu, sign my petition to ban sugar from the Kwik-E-Mart.
Apu Nahasapeemapetilon: I can't. My Kwik-E-Mart is a franchise, so you can't officially ban anything. But I am in favor of anything that deadens the pain of a pointless existence.",ft1_char1_loc1_7,kwik-e-mart parking lot
False,"['Homer Simpson', 'Apu Nahasapeemapetilon']",Kwik-E-Mart Parking Lot,"(Scene: Kwik-E-Mart Parking Lot. Homer is standing in front of his car, looking frustrated as he struggles to open the trunk. Apu walks over to help.)
Apu Nahasapeemapetilon: Hello, Mr. Simpson. It appears you are having some trouble with your trunk.
Homer Simpson: Yeah, stupid thing won't open. Probably because I overloaded it with all those donuts.
Apu Nahasapeemapetilon: Ah, yes. The donuts. Well, let me give it a try. (Apu tries to open the trunk but also struggles)
Homer Simpson: See, even you can't do it! Looks like this trunk is just too weak to handle my snack collection.
(Apu chuckles and takes a step back, surveying the situation)
Apu Nahasapeemapetilon: Perhaps we need a more... creative solution. (pulls out a crowbar from behind the counter)
Homer Simpson: Whoa, Apu! Are you sure about this?
(Apu confidently inserts the crowbar into the trunk and with a mighty heave, manages to pry it open. The trunk bursts open, revealing an avalanche of donuts spilling out.)
Homer Simpson: My precious donuts! Apu, you're a genius!
(Apu smiles proudly as Homer dives into the pile of donuts, happily munching away. Suddenly, Chief Wiggum arrives at the scene.)
Chief Wiggum: What's going on here? I got a report of a donut-related disturbance.
Homer Simpson: Oh, hey Chief! Just a little trunk trouble, but it's all sorted now thanks to Apu.
Chief Wiggum: Well, as long as there's no illegal donut smuggling going on here, I'll let you off with a warning. But next time, make sure your trunk can handle the load, Simpson.
(Homer nods eagerly as Chief Wiggum walks away. Apu and Homer share a laugh as they continue to enjoy the donuts scattered around the parking lot.)
Apu Nahasapeemapetilon: Ah, the sweet taste of victory... and donuts. Just another day at the Kwik-E-Mart.
(The scene fades out as Homer and Apu continue to indulge in their sugary treats, the sound of Homer's satisfied munching echoing through the parking lot.)",ft0_char1_loc1_2,kwik-e-mart parking lot
