id,fine_tuned,location_id,raw_text,speaking_line,raw_character,spoken_words
ft0_char0_loc0_2,False,25.0,Bart Simpson: (smirking) Just watch this! *pulls out a fake spider from his pocket*,True,Bart Simpson, (smirking) Just watch this! *pulls out a fake spider from his pocket*
ft0_char0_loc0_2,False,25.0,Homer Simpson: (startled) Ahh! A spider! Get it away from me!,True,Homer Simpson, (startled) Ahh! A spider! Get it away from me!
ft0_char0_loc0_2,False,25.0,"Marge Simpson: (calmly) Bart, don't scare your father like that.",True,Marge Simpson," (calmly) Bart, don't scare your father like that."
ft0_char0_loc0_2,False,25.0,"Lisa Simpson: (rolling her eyes) It's just a silly prank, Dad. Don't fall for it.",True,Lisa Simpson," (rolling her eyes) It's just a silly prank, Dad. Don't fall for it."
ft0_char0_loc0_2,False,25.0,"Homer Simpson: (relieved) Oh, Bart, you got me good! That was a good one.",True,Homer Simpson," (relieved) Oh, Bart, you got me good! That was a good one."
ft0_char0_loc0_2,False,25.0,"(Suddenly, Maggie enters the room and starts crying uncontrollably.)",False,,
ft0_char0_loc0_2,False,25.0,"Marge Simpson: (concerned) Oh no, what's wrong, Maggie?",True,Marge Simpson," (concerned) Oh no, what's wrong, Maggie?"
ft0_char0_loc0_2,False,25.0,"Bart Simpson: (realizing) Uh oh, I think I know what happened. *looks at the fake spider*",True,Bart Simpson," (realizing) Uh oh, I think I know what happened. *looks at the fake spider*"
ft0_char0_loc0_2,False,25.0,"Homer Simpson: (confused) What's going on, Bart?",True,Homer Simpson," (confused) What's going on, Bart?"
ft0_char0_loc0_2,False,25.0,Bart Simpson: (guiltily) I think Maggie saw the spider and got scared. I didn't mean for this to happen.,True,Bart Simpson, (guiltily) I think Maggie saw the spider and got scared. I didn't mean for this to happen.
ft0_char0_loc0_2,False,25.0,"Marge Simpson: (comforting Maggie) It's okay, sweetie. It was just a silly prank.",True,Marge Simpson," (comforting Maggie) It's okay, sweetie. It was just a silly prank."
ft0_char0_loc0_2,False,25.0,"Lisa Simpson: (scolding Bart) See what happens when you play tricks on people, Bart?",True,Lisa Simpson," (scolding Bart) See what happens when you play tricks on people, Bart?"
ft0_char0_loc0_2,False,25.0,"Homer Simpson: (picking up Maggie) I'll take care of you, Maggie. No more scary spiders, I promise.",True,Homer Simpson," (picking up Maggie) I'll take care of you, Maggie. No more scary spiders, I promise."
ft0_char0_loc0_2,False,25.0,"(Bart hangs his head in shame as the family comforts Maggie. The camera pans out as the Simpson family comes together in a touching moment, reminding us that even the best-intentioned pranks can have unintended consequences.)",False,,
ft1_char0_loc0_1,True,910.0,(The Simpson show: Ext. The Simpson house - day),False,,
ft1_char0_loc0_1,True,910.0,"Dr. Hibbert: Children, I'm afraid we have a crisis.",True,Dr. Hibbert," Children, I'm afraid we have a crisis."
ft1_char0_loc0_1,True,910.0,"The Simpsons: (FRIGHTENED NOISE, THEN:) Crisis?! What crisis?!",True,The Simpsons," (FRIGHTENED NOISE, THEN"
ft1_char0_loc0_1,True,910.0,"Dr. Hibbert: I'm sorry, but Bart's X-rays reveal a problem that requires surgery.",True,Dr. Hibbert," I'm sorry, but Bart's X-rays reveal a problem that requires surgery."
ft1_char0_loc0_1,True,910.0,"The Simpsons: (HORRIFIED NOISE, THEN:) Surgery?! What surgery?!",True,The Simpsons," (HORRIFIED NOISE, THEN"
ft1_char0_loc0_1,True,910.0,Dr. Hibbert: You will have to have... your tonsils removed.,True,Dr. Hibbert, You will have to have... your tonsils removed.
ft1_char0_loc0_1,True,910.0,The Simpsons: (GROAN),True,The Simpsons, (GROAN)
ft1_char0_loc0_1,True,910.0,"Dr. Hibbert: (CHUCKLES) No need to worry. It's a very simple and painless operation, assuming...",True,Dr. Hibbert," (CHUCKLES) No need to worry. It's a very simple and painless operation, assuming..."
ft1_char0_loc0_1,True,910.0,Homer Simpson: (IMPATIENT) Yes? Assuming what?!,True,Homer Simpson, (IMPATIENT) Yes? Assuming what?!
ft1_char0_loc0_1,True,910.0,"Dr. Hibbert: Homer, I'm afraid you'll have to be quiet. I need full concentration on Bart. (SHEEPISH) Always easier to talk to the father.",True,Dr. Hibbert," Homer, I'm afraid you'll have to be quiet. I need full concentration on Bart. (SHEEPISH) Always easier to talk to the father."
ft1_char0_loc0_1,True,910.0,"Dr. Hibbert: Now, Bart, I want you to relax and concentrate all your energy on your throat. (TO HOMER) The boy's a blimp, but he's got the spirit.",True,Dr. Hibbert," Now, Bart, I want you to relax and concentrate all your energy on your throat. (TO HOMER) The boy's a blimp, but he's got the spirit."
ft1_char0_loc0_1,True,910.0,Dr. Hibbert: (SINGING) THE HURRAH MONSTER STOMP.,True,Dr. Hibbert, (SINGING) THE HURRAH MONSTER STOMP.
ft1_char0_loc0_1,True,910.0,Dr. Hibbert: (SINGING) AND THE HALLELUJAH CHORUS.,True,Dr. Hibbert, (SINGING) AND THE HALLELUJAH CHORUS.
ft1_char0_loc0_1,True,910.0,Dr. Hibbert: (SINGING) HE'S BOTH THE JUDGE AND JURY.,True,Dr. Hibbert, (SINGING) HE'S BOTH THE JUDGE AND JURY.
ft1_char0_loc0_1,True,910.0,Dr. Hibbert: (SINGING) FOR THE BATTLING BUREAUCRATS / WHO REFUSE TO BELIEVE WE'LL EVER BE BACK...,True,Dr. Hibbert, (SINGING) FOR THE BATTLING BUREAUCRATS / WHO REFUSE TO BELIEVE WE'LL EVER BE BACK...
ft1_char0_loc0_1,True,910.0,"Dr. Hibbert: (SINGING) WHAT HAPPENED TO THE STORK? / WHERE'S MY GOLDEN EGG? / ANSWER ME THE RIDDLE, OR I'LL BREAK YOUR LEG!",True,Dr. Hibbert," (SINGING) WHAT HAPPENED TO THE STORK? / WHERE'S MY GOLDEN EGG? / ANSWER ME THE RIDDLE, OR I'LL BREAK YOUR LEG!"
ft1_char0_loc0_1,True,910.0,"Dr. Hibbert: (SINGING) NOW, YOU'RE IN MY WORLD / YOU'RE IN MY WORLD...",True,Dr. Hibbert," (SINGING) NOW, YOU'RE IN MY WORLD / YOU'RE IN MY WORLD..."
ft1_char0_loc0_2,True,910.0,(The Simpson show: Int. Simpson House - Day),False,,
ft1_char0_loc0_2,True,910.0,"Bart Simpson: (READING) To help with that, I've compiled a list of other sayings people really need to stop overusing. (SHRUGS) I've read worse.",True,Bart Simpson," (READING) To help with that, I've compiled a list of other sayings people really need to stop overusing. (SHRUGS) I've read worse."
ft1_char0_loc0_2,True,910.0,(The Simpson show: Int. Simpson House - Bart's rooM - day),False,,
ft1_char0_loc0_2,True,910.0,"Bart Simpson: (VERY WORRIED, FAR AWAY) Oh my God, the only thing I've ever been good at is going out of style! (SOBS)",True,Bart Simpson," (VERY WORRIED, FAR AWAY) Oh my God, the only thing I've ever been good at is going out of style! (SOBS)"
ft1_char0_loc0_2,True,910.0,(The Simpson show: Int. Simpson house - kitchen - night),False,,
ft1_char0_loc0_2,True,910.0,"Lisa Simpson: (GRIM) Bart, this is called The Unbearable Lightness of Being a Fad. Now, every star has a supernova.",True,Lisa Simpson," (GRIM) Bart, this is called The Unbearable Lightness of Being a Fad. Now, every star has a supernova."
ft1_char0_loc0_3,True,43.0,(The Simpson show: int. the simpsons house - bart's room - morning),False,,
ft1_char0_loc0_3,True,43.0,"Homer Simpson: Bart, what's gotten into you?! Ever since you started working for that store, you've looked happier and more fulfilled.",True,Homer Simpson," Bart, what's gotten into you?! Ever since you started working for that store, you've looked happier and more fulfilled."
ft1_char0_loc0_3,True,43.0,"Bart Simpson: But Dad, I can't be a boy and a clerk at the same time.",True,Bart Simpson," But Dad, I can't be a boy and a clerk at the same time."
ft1_char0_loc0_3,True,43.0,"Homer Simpson: Go to bed, Lisa.",True,Homer Simpson," Go to bed, Lisa."
ft1_char0_loc0_3,True,43.0,(The Simpson show: int. the simpsons house - tv room - day),False,,
ft1_char0_loc0_3,True,43.0,"Lisa Simpson: Look, Bart! I just discovered this great new website that lets you watch TV on your computer.",True,Lisa Simpson," Look, Bart! I just discovered this great new website that lets you watch TV on your computer."
ft1_char0_loc0_3,True,43.0,Bart Simpson: (TOUCHES PICTURE OF TV) It's like you're swimming in a pool of stupid.,True,Bart Simpson, (TOUCHES PICTURE OF TV) It's like you're swimming in a pool of stupid.
ft1_char0_loc0_3,True,43.0,"Lisa Simpson: Now, I just have to find the station that carries ““It's Always Sunny in Philadelphia.””",True,Lisa Simpson," Now, I just have to find the station that carries ““It's Always Sunny in Philadelphia.””"
ft1_char0_loc0_3,True,43.0,(The Simpson show: ext. springfield mall - day - establishing),False,,
ft1_char0_loc0_3,True,43.0,"Bart Simpson: Welcome to the Springfield Mall, where the fun never starts.",True,Bart Simpson," Welcome to the Springfield Mall, where the fun never starts."
ft1_char0_loc0_3,True,43.0,C. Montgomery Burns: I've come for my atomic pile.,True,C. Montgomery Burns, I've come for my atomic pile.
ft1_char0_loc0_3,True,43.0,"Bart Simpson: Energy's a commodity, old man. It only goes to the highest bidder.",True,Bart Simpson," Energy's a commodity, old man. It only goes to the highest bidder."
ft1_char0_loc0_3,True,43.0,C. Montgomery Burns: I'll give you anything -- I'll give you the mall!,True,C. Montgomery Burns, I'll give you anything -- I'll give you the mall!
ft1_char0_loc0_3,True,43.0,Bart Simpson: Too late.,True,Bart Simpson, Too late.
ft1_char0_loc0_3,True,43.0,C. Montgomery Burns: I'll give you the oil under the parking lot!,True,C. Montgomery Burns, I'll give you the oil under the parking lot!
ft1_char0_loc0_3,True,43.0,Bart Simpson: Too late!,True,Bart Simpson, Too late!
ft1_char0_loc0_3,True,43.0,C. Montgomery Burns: I'll give you the world's biggest stadium!,True,C. Montgomery Burns, I'll give you the world's biggest stadium!
ft1_char0_loc0_3,True,43.0,Bart Simpson: (TO FRINK) Do we own that?,True,Bart Simpson, (TO FRINK) Do we own that?
ft1_char0_loc0_3,True,43.0,"Professor Jonathan Frink: (CHECKS PAPER) No, it's just a drawing of a giant toilet.",True,Professor Jonathan Frink," (CHECKS PAPER) No, it's just a drawing of a giant toilet."
ft1_char0_loc1_0,True,5.0,(Simpson home: ext. simpson house),False,,
ft1_char0_loc1_0,True,5.0,"Marge Simpson: (SUSPICIOUS) Hmm, what's going on here?",True,Marge Simpson," (SUSPICIOUS) Hmm, what's going on here?"
ft1_char0_loc1_0,True,5.0,(Simpson home: Int. Simpson house),False,,
ft1_char0_loc1_0,True,5.0,Lisa Simpson: (SCREAMS) Oh my God! The rats are everywhere!,True,Lisa Simpson, (SCREAMS) Oh my God! The rats are everywhere!
ft1_char0_loc1_0,True,5.0,"Marge Simpson: Well, I'm sure it'a just a coincidence...",True,Marge Simpson," Well, I'm sure it'a just a coincidence..."
ft1_char0_loc1_0,True,5.0,"Homer Simpson: (SINGING) OUT OF MY WAY, OUT OF MY WAY! I HAVE A BUS TO DRIVE!",True,Homer Simpson," (SINGING) OUT OF MY WAY, OUT OF MY WAY! I HAVE A BUS TO DRIVE!"
ft1_char0_loc1_0,True,5.0,"Homer Simpson: (ANOTHER SINGING) TOO FAST, TOO FAST!",True,Homer Simpson," (ANOTHER SINGING) TOO FAST, TOO FAST!"
ft1_char0_loc1_0,True,5.0,Homer Simpson: (ANOTHER SINGING) IT'S THAT DARN WELCHER AGAIN!,True,Homer Simpson, (ANOTHER SINGING) IT'S THAT DARN WELCHER AGAIN!
ft1_char0_loc1_0,True,5.0,Homer Simpson: (ANOTHER SINGING) ANIMALS ARE CRACKING UP! SOMETHING'S GOT TO GIVE!,True,Homer Simpson, (ANOTHER SINGING) ANIMALS ARE CRACKING UP! SOMETHING'S GOT TO GIVE!
ft1_char0_loc1_0,True,5.0,"Marge Simpson: (SMALL GASP) Ooh, a live-action Tom and Jerry.",True,Marge Simpson," (SMALL GASP) Ooh, a live-action Tom and Jerry."
ft1_char0_loc1_1,True,10.0,(Springfield Nuclear Power Plant: ext. springfield nuclear power plant - day),False,,
ft1_char0_loc1_1,True,10.0,(Springfield Nuclear Power Plant: ext. springfield nuclear power plant - evening - establishing),False,,
ft1_char0_loc1_1,True,10.0,(Springfield Nuclear Power Plant: int. nuclear power plant - LATER),False,,
ft1_char0_loc1_1,True,10.0,"C. Montgomery Burns: You're the expert, Smithers. What do you think?",True,C. Montgomery Burns," You're the expert, Smithers. What do you think?"
ft1_char0_loc1_1,True,10.0,"Waylon Smithers: The plant's going to be okay, sir. But I'm afraid we've got a bigger problem.",True,Waylon Smithers," The plant's going to be okay, sir. But I'm afraid we've got a bigger problem."
ft1_char0_loc1_1,True,10.0,"C. Montgomery Burns: Yes, I see what you mean. I've been saying that all along. Once again, my inspirational leadership has pulled us out of a terrifying tailspin. What's our other problem?",True,C. Montgomery Burns," Yes, I see what you mean. I've been saying that all along. Once again, my inspirational leadership has pulled us out of a terrifying tailspin. What's our other problem?"
ft1_char0_loc1_1,True,10.0,"Waylon Smithers: Um, the plant is completely flooded.",True,Waylon Smithers," Um, the plant is completely flooded."
ft1_char0_loc1_1,True,10.0,C. Montgomery Burns: Dear God! Our precious nuclear stockpile!,True,C. Montgomery Burns, Dear God! Our precious nuclear stockpile!
ft1_char0_loc1_1,True,10.0,"Waylon Smithers: I'm sure it's all right, sir. The control rods are back in place.",True,Waylon Smithers," I'm sure it's all right, sir. The control rods are back in place."
ft1_char0_loc1_1,True,10.0,"C. Montgomery Burns: That's a comfort. Still, the core is probably severely damaged.",True,C. Montgomery Burns," That's a comfort. Still, the core is probably severely damaged."
ft1_char0_loc1_1,True,10.0,"Waylon Smithers: No, I'm sure it's fine. It is fine, isn't it?",True,Waylon Smithers," No, I'm sure it's fine. It is fine, isn't it?"
ft1_char0_loc1_1,True,10.0,"C. Montgomery Burns: Er, well, it's not 110% fine. There are a lot of loose wires and leaking pipes.",True,C. Montgomery Burns," Er, well, it's not 110% fine. There are a lot of loose wires and leaking pipes."
ft1_char0_loc1_1,True,10.0,Waylon Smithers: Is that so?,True,Waylon Smithers, Is that so?
ft1_char0_loc1_1,True,10.0,"C. Montgomery Burns: Oh, yes, and the dials and switches and knobs and tubes, things.",True,C. Montgomery Burns," Oh, yes, and the dials and switches and knobs and tubes, things."
ft1_char0_loc1_1,True,10.0,"Waylon Smithers: Things, yes.",True,Waylon Smithers," Things, yes."
ft1_char0_loc1_1,True,10.0,"C. Montgomery Burns: Well, some of them are... (SCOFFS) Who can say?",True,C. Montgomery Burns," Well, some of them are... (SCOFFS) Who can say?"
ft1_char0_loc1_1,True,10.0,Waylon Smithers: Good lord.,True,Waylon Smithers, Good lord.
ft1_char0_loc1_1,True,10.0,"C. Montgomery Burns: Now, now. If you panic, you'll only wind up in this emergency room that's not up to a hundred and ten percent.",True,C. Montgomery Burns," Now, now. If you panic, you'll only wind up in this emergency room that's not up to a hundred and ten percent."
ft1_char0_loc1_1,True,10.0,"Waylon Smithers: Sir, I'm afraid they're still down there. I just got back from the hospital and they're blaming all their problems on the plant. They know about the waste and what happened to the cat.",True,Waylon Smithers," Sir, I'm afraid they're still down there. I just got back from the hospital and they're blaming all their problems on the plant. They know about the waste and what happened to the cat."
ft1_char0_loc1_1,True,10.0,"C. Montgomery Burns: What's that, I'm not familiar with that story.",True,C. Montgomery Burns," What's that, I'm not familiar with that story."
ft1_char0_loc1_1,True,10.0,"Waylon Smithers: Well, I'll give you a hint. It's not fixed.",True,Waylon Smithers," Well, I'll give you a hint. It's not fixed."
ft1_char0_loc1_1,True,10.0,"C. Montgomery Burns: Smithers, do you think it's time to... (THINKS) See, this is why I would never think of the cat. It's not that my head's too big -- it's just that my brain is too active. And the cat -- the cat was -- who was he? I seem to remember he had a white collar. Like that dog who played with the orca. In fact, I think it was an orca who ate the cat...",True,C. Montgomery Burns," Smithers, do you think it's time to... (THINKS) See, this is why I would never think of the cat. It's not that my head's too big -- it's just that my brain is too active. And the cat -- the cat was -- who was he? I seem to remember he had a white collar. Like that dog who played with the orca. In fact, I think it was an orca who ate the cat..."
ft1_char0_loc1_2,True,3.0,(Springfield Elementary School: ext. springfield elementary - establishing - day),False,,
ft1_char0_loc1_2,True,3.0,(Springfield Elementary School: int. springfield elementary - a little later),False,,
ft1_char0_loc1_2,True,3.0,"Homer Simpson: (SINGS HAPPILY) LITTLE FISH, BIG FISH, SWIMMIN IN THE WATER... PRINCE EDWARD... (SINGS OFF-KEY)",True,Homer Simpson," (SINGS HAPPILY) LITTLE FISH, BIG FISH, SWIMMIN IN THE WATER... PRINCE EDWARD... (SINGS OFF-KEY)"
ft1_char0_loc1_2,True,3.0,(Springfield Elementary School: int. springfield elementary - the simpson kids' classroom),False,,
ft1_char0_loc1_2,True,3.0,"Bart Simpson: (INNOCENT) Mr. Glass, which way did he go?",True,Bart Simpson," (INNOCENT) Mr. Glass, which way did he go?"
ft1_char0_loc1_2,True,3.0,Glass Eyed Pete: (POINTS OTHER WAY) That way. Now go!,True,Glass Eyed Pete, (POINTS OTHER WAY) That way. Now go!
ft1_char0_loc1_2,True,3.0,(Springfield Elementary School: int. springfield elementary - later),False,,
ft1_char0_loc1_2,True,3.0,(Springfield Elementary School: int. springfield elementary - later),False,,
ft1_char0_loc1_2,True,3.0,"Homer Simpson: (SINGS TO SELF) LITTLE FISH, BIG FISH, SWIMMIN IN THE WATER... UH, LITTLE FISH, BIG FISH, SWIMMIN IN THE WATER... SINGING... DANCING... BUTTING THE BEACH BALL... BUTTING THE BEACH BALL... AW, THE HELL WITH THIS!",True,Homer Simpson," (SINGS TO SELF) LITTLE FISH, BIG FISH, SWIMMIN IN THE WATER... UH, LITTLE FISH, BIG FISH, SWIMMIN IN THE WATER... SINGING... DANCING... BUTTING THE BEACH BALL... BUTTING THE BEACH BALL... AW, THE HELL WITH THIS!"
ft1_char0_loc1_2,True,3.0,"Homer Simpson: (COCKY) Eh, they're not gonna fire me. We're just gonna be bought by a group that really understands the value of a well-trained staff.",True,Homer Simpson," (COCKY) Eh, they're not gonna fire me. We're just gonna be bought by a group that really understands the value of a well-trained staff."
ft1_char0_loc1_2,True,3.0,(Springfield Elementary School: ext. school - establishing - next day),False,,
ft1_char0_loc1_2,True,3.0,(Springfield Elementary School: ext. springfield elementary - the next day),False,,
ft1_char0_loc1_2,True,3.0,"Homer Simpson: (SINGS, TO THE TUNE OF OLD MAN RIVER) OH, I WASHED SEVEN HUNDRED SHEETS// AND WHAT DID I GET? / ANOTHER DAY YOUNGER / AND DUMBER IN DEBT.",True,Homer Simpson," (SINGS, TO THE TUNE OF OLD MAN RIVER) OH, I WASHED SEVEN HUNDRED SHEETS// AND WHAT DID I GET? / ANOTHER DAY YOUNGER / AND DUMBER IN DEBT."
ft1_char0_loc1_2,True,3.0,"Homer Simpson: (TO SONG) TWO. (TO KIDS, SAD) How's that?",True,Homer Simpson," (TO SONG) TWO. (TO KIDS, SAD) How's that?"
ft1_char0_loc1_2,True,3.0,Lisa Simpson: Puzzling. Mrs. Krabappel usually hangs up on you after one.,True,Lisa Simpson, Puzzling. Mrs. Krabappel usually hangs up on you after one.
ft1_char0_loc1_2,True,3.0,Bart Simpson: (SOTTO) She must be really mad.,True,Bart Simpson, (SOTTO) She must be really mad.
ft1_char0_loc1_2,True,3.0,(Springfield Elementary School: int. springfield elementary - the next day),False,,
ft0_char0_loc1_0,False,27.0,"(Scene: Springfield Elementary School, int. Classroom)",False,,
ft0_char0_loc1_0,False,27.0,(The bell rings as students start filing into the classroom. Mrs. Krabappel is writing on the chalkboard while Bart and Milhouse are passing notes.),False,,
ft0_char0_loc1_0,False,27.0,"Edna Krabappel-Flanders: (reading note) Meet me at the treehouse after school? - B. Bart, care to share with the class what's so important that it can't wait?",True,Edna Krabappel-Flanders," (reading note) Meet me at the treehouse after school? - B. Bart, care to share with the class what's so important that it can't wait?"
ft0_char0_loc1_0,False,27.0,"Bart Simpson: Um, it's uh, a uh, study group, Mrs. K. Yeah, that's it. A study group.",True,Bart Simpson," Um, it's uh, a uh, study group, Mrs. K. Yeah, that's it. A study group."
ft0_char0_loc1_0,False,27.0,"Edna Krabappel-Flanders: (skeptical) A study group, huh? Well, make sure you actually study this time, Bart. Now, class, today we are going to learn about the history of Springfield.",True,Edna Krabappel-Flanders," (skeptical) A study group, huh? Well, make sure you actually study this time, Bart. Now, class, today we are going to learn about the history of Springfield."
ft0_char0_loc1_0,False,27.0,"(The classroom door bursts open and Principal Skinner enters, looking flustered.)",False,,
ft0_char0_loc1_0,False,27.0,"Seymour Skinner: Attention, students! I have an announcement to make. Due to budget cuts, we will no longer be able to afford lunchroom food. Instead, we will be serving nutritious and delicious Krusty Burgers!",True,Seymour Skinner," Attention, students! I have an announcement to make. Due to budget cuts, we will no longer be able to afford lunchroom food. Instead, we will be serving nutritious and delicious Krusty Burgers!"
ft0_char0_loc1_0,False,27.0,(Lisa raises her hand.),False,,
ft0_char0_loc1_0,False,27.0,"Lisa Simpson: Um, Principal Skinner? Are Krusty Burgers really the best choice for our health and education?",True,Lisa Simpson," Um, Principal Skinner? Are Krusty Burgers really the best choice for our health and education?"
ft0_char0_loc1_0,False,27.0,"Seymour Skinner: (nervously) Oh, uh, well, you see, Lisa, Krusty Burgers are a well-balanced meal for growing minds and bodies. Now, back to your studies, everyone!",True,Seymour Skinner," (nervously) Oh, uh, well, you see, Lisa, Krusty Burgers are a well-balanced meal for growing minds and bodies. Now, back to your studies, everyone!"
ft0_char0_loc1_0,False,27.0,(The classroom erupts into chatter as the students express their excitement over the new menu.),False,,
ft0_char0_loc1_0,False,27.0,Bart Simpson: (whispering to Milhouse) This is gonna be the best day ever! Krusty Burgers for lunch!,True,Bart Simpson, (whispering to Milhouse) This is gonna be the best day ever! Krusty Burgers for lunch!
ft0_char0_loc1_0,False,27.0,"Milhouse Van Houten: I don't know, Bart. I heard they use processed cheese food slices.",True,Milhouse Van Houten," I don't know, Bart. I heard they use processed cheese food slices."
ft0_char0_loc1_0,False,27.0,"(The bell rings, signaling the end of the school day.)",False,,
ft0_char0_loc1_0,False,27.0,"Edna Krabappel-Flanders: Alright, class, don't forget to study for your history quiz tomorrow. And Bart, I'll be watching to make sure you actually do.",True,Edna Krabappel-Flanders," Alright, class, don't forget to study for your history quiz tomorrow. And Bart, I'll be watching to make sure you actually do."
ft0_char0_loc1_0,False,27.0,"(Bart and Milhouse rush out of the classroom, eager to head to the treehouse for their secret meeting.)",False,,
ft0_char0_loc1_0,False,27.0,"Seymour Skinner: (to himself) Oh, dear. I hope this Krusty Burger plan doesn't backfire on me.",True,Seymour Skinner," (to himself) Oh, dear. I hope this Krusty Burger plan doesn't backfire on me."
ft0_char0_loc1_0,False,27.0,"(Scene fades out as the students leave the classroom, excited for the new lunch menu.)",False,,
ft0_char0_loc1_1,False,10.0,[INT. SPRINGFIELD NUCLEAR POWER PLANT - DAY],True,[INT. SPRINGFIELD NUCLEAR POWER PLANT - DAY],
ft0_char0_loc1_1,False,10.0,"[We see Homer SIMPSON sitting at his workstation in the control room, looking bored. MR. BURNS walks in, wearing his signature suit and top hat.]",True,"[We see Homer SIMPSON sitting at his workstation in the control room, looking bored. MR. BURNS walks in, wearing his signature suit and top hat.]",
ft0_char0_loc1_1,False,10.0,"C. Montgomery Burns: Ah, Simpson! How are things running today?",True,C. Montgomery Burns," Ah, Simpson! How are things running today?"
ft0_char0_loc1_1,False,10.0,"Homer Simpson: (excitedly) Oh, everything's just dandy, Mr. Burns! No meltdowns, no explosions, nothing to worry about!",True,Homer Simpson," (excitedly) Oh, everything's just dandy, Mr. Burns! No meltdowns, no explosions, nothing to worry about!"
ft0_char0_loc1_1,False,10.0,"C. Montgomery Burns: (suspiciously) Hmm, that's quite unusual for this plant. Are you sure everything is in order?",True,C. Montgomery Burns," (suspiciously) Hmm, that's quite unusual for this plant. Are you sure everything is in order?"
ft0_char0_loc1_1,False,10.0,"Homer Simpson: (nervously) Of course, Mr. Burns! I've been monitoring the reactor all day, and it's running like a well-oiled machine.",True,Homer Simpson," (nervously) Of course, Mr. Burns! I've been monitoring the reactor all day, and it's running like a well-oiled machine."
ft0_char0_loc1_1,False,10.0,"C. Montgomery Burns: (smirking) Well, I suppose I'll just have to take your word for it. But remember, one slip-up, and you'll be out on the street faster than you can say nuclear meltdown.",True,C. Montgomery Burns," (smirking) Well, I suppose I'll just have to take your word for it. But remember, one slip-up, and you'll be out on the street faster than you can say nuclear meltdown."
ft0_char0_loc1_1,False,10.0,"[Homer gulps nervously as MR. BURNS exits the control room. Suddenly, the lights flicker, and an alarm starts blaring.]",True,"[Homer gulps nervously as MR. BURNS exits the control room. Suddenly, the lights flicker, and an alarm starts blaring.]",
ft0_char0_loc1_1,False,10.0,"Homer Simpson: (panicking) Oh no, not again!",True,Homer Simpson," (panicking) Oh no, not again!"
ft0_char0_loc1_1,False,10.0,[We see LISA SIMPSON and BART SIMPSON walking by outside the control room.],True,[We see LISA SIMPSON and BART SIMPSON walking by outside the control room.],
ft0_char0_loc1_1,False,10.0,Lisa Simpson: (sarcastically) Looks like Dad's up to his usual antics.,True,Lisa Simpson, (sarcastically) Looks like Dad's up to his usual antics.
ft0_char0_loc1_1,False,10.0,Bart Simpson: (grinning) This is gonna be epic!,True,Bart Simpson, (grinning) This is gonna be epic!
ft0_char0_loc1_1,False,10.0,"[Homer frantically tries to fix the problem, pressing buttons and pulling levers. Smoke starts billowing out of the control panel.]",True,"[Homer frantically tries to fix the problem, pressing buttons and pulling levers. Smoke starts billowing out of the control panel.]",
ft0_char0_loc1_1,False,10.0,"Homer Simpson: (screaming) Marge, I'm sorry!",True,Homer Simpson," (screaming) Marge, I'm sorry!"
ft0_char0_loc1_1,False,10.0,"[MARGE SIMPSON rushes in, wearing a hazmat suit.]",True,"[MARGE SIMPSON rushes in, wearing a hazmat suit.]",
ft0_char0_loc1_1,False,10.0,"Marge Simpson: Homer, what have you done this time?",True,Marge Simpson," Homer, what have you done this time?"
ft0_char0_loc1_1,False,10.0,"Homer Simpson: (sheepishly) I may have, uh, accidentally caused a minor nuclear incident.",True,Homer Simpson," (sheepishly) I may have, uh, accidentally caused a minor nuclear incident."
ft0_char0_loc1_1,False,10.0,"Marge Simpson: (rolling her eyes) Well, let me handle this.",True,Marge Simpson," (rolling her eyes) Well, let me handle this."
ft0_char0_loc1_1,False,10.0,"[MARGE deftly fixes the problem, and the alarms stop blaring. The smoke clears, and everything returns to normal.]",True,"[MARGE deftly fixes the problem, and the alarms stop blaring. The smoke clears, and everything returns to normal.]",
ft0_char0_loc1_1,False,10.0,"Marge Simpson: (smiling) There, crisis averted. Again.",True,Marge Simpson," (smiling) There, crisis averted. Again."
ft0_char0_loc1_1,False,10.0,"Homer Simpson: (hugging MARGE) Oh, Marge, you're my hero!",True,Homer Simpson," (hugging MARGE) Oh, Marge, you're my hero!"
ft0_char0_loc1_1,False,10.0,[BART and LISA high-five each other outside the control room.],True,[BART and LISA high-five each other outside the control room.],
ft0_char0_loc1_1,False,10.0,Bart Simpson: (jokingly) And they say our family isn't nuclear-powered.,True,Bart Simpson, (jokingly) And they say our family isn't nuclear-powered.
ft0_char0_loc1_1,False,10.0,Lisa Simpson: (laughing) Classic Simpsons chaos.,True,Lisa Simpson, (laughing) Classic Simpsons chaos.
ft0_char0_loc1_1,False,10.0,"[The scene fades out as the Simpsons embrace each other in the control room, happy and relieved.]",True,"[The scene fades out as the Simpsons embrace each other in the control room, happy and relieved.]",
ft0_char0_loc1_2,False,25.0,(Scene: Simpson living room. The family is gathered around the TV.),False,,
ft0_char0_loc1_2,False,25.0,"Marge Simpson: (holding a bowl of popcorn) Alright, everyone, it's time for our favorite show!",True,Marge Simpson," (holding a bowl of popcorn) Alright, everyone, it's time for our favorite show!"
ft0_char0_loc1_2,False,25.0,Homer Simpson: (excitedly) Woohoo! Nothing beats watching TV with the family.,True,Homer Simpson, (excitedly) Woohoo! Nothing beats watching TV with the family.
